name,year,letterboxd_uri,rating,rewatch,watched_date,movie_id,language,poster,popularity,vote_average,release_date,genres,origin_country,revenue,runtime,tagline,cast,director
Howl's Moving Castle,2004,https://boxd.it/2rb5jj,3,,2022-01-04,4935,ja,https://image.tmdb.org/t/p/original'/6pZgH10jhpToPcf0uvyTCPFhWpI.jpg,108.841,8.409,2004-09-09,"['Fantasy', 'Animation', 'Adventure']",['JP'],236049757,119,The two lived there.,"[{'name': 'Chieko Baisho', 'gender': 1}, {'name': 'Takuya Kimura', 'gender': 2}, {'name': 'Akihiro Miwa', 'gender': 2}, {'name': 'Tatsuya Gashûin', 'gender': 2}, {'name': 'Ryunosuke Kamiki', 'gender': 2}, {'name': 'Mitsunori Isaki', 'gender': 2}, {'name': 'Yo Oizumi', 'gender': 2}, {'name': 'Akio Otsuka', 'gender': 2}, {'name': 'Daijirô Harada', 'gender': 2}, {'name': 'Haruko Katō', 'gender': 1}, {'name': 'Makoto Yasumura', 'gender': 2}, {'name': 'Manabu Muraji', 'gender': 2}, {'name': 'Keiko Tsukamoto', 'gender': 1}, {'name': 'Tsuzuki Kayako', 'gender': 1}, {'name': 'Seiji Sasaki', 'gender': 2}, {'name': 'Hiroshi Takahashi', 'gender': 2}, {'name': 'Mayuno Yasokawa', 'gender': 1}, {'name': 'Rio Kanno', 'gender': 1}, {'name': 'Kojiro Takahashi', 'gender': 2}, {'name': 'Akiyoshi Sakurai', 'gender': 2}, {'name': 'Momoko Kurita', 'gender': 1}, {'name': 'Mina Meguro', 'gender': 1}, {'name': 'Yasuhiro Ohara', 'gender': 2}, {'name': 'Akio Tanaka', 'gender': 2}, {'name': 'Rina Yamada', 'gender': 1}, {'name': 'Tomoe Hanba', 'gender': 1}, {'name': 'Naoto Kaji', 'gender': 0}, {'name': 'Teruo Seki', 'gender': 2}, {'name': 'Shinobu Katabuchi', 'gender': 0}, {'name': 'Masako Inui', 'gender': 1}, {'name': 'Yohei Ohbayashi', 'gender': 2}, {'name': 'Takeshi Miyajima', 'gender': 2}, {'name': 'Yukiko Mizuochi', 'gender': 1}, {'name': 'Maki Koizumi', 'gender': 1}, {'name': 'Nobito Nishioka', 'gender': 2}, {'name': 'Teppei Akashi', 'gender': 2}, {'name': 'Reiko Onishi', 'gender': 1}, {'name': 'Yumiko Ogata', 'gender': 1}, {'name': 'Hiroyuki Kamikawaji', 'gender': 2}, {'name': 'Tomohiko Kiyota', 'gender': 2}, {'name': 'Kaori Kaneko', 'gender': 1}, {'name': 'Aiko Nakajima', 'gender': 1}, {'name': 'Jun Kuwahara', 'gender': 2}, {'name': 'Yuta Kobayashi', 'gender': 2}, {'name': 'Yuko Nomura', 'gender': 1}, {'name': 'Tamayo Fukushi', 'gender': 1}, {'name': 'Atsushi Takeya', 'gender': 2}, {'name': 'Yoshifumi Nakagawa', 'gender': 2}, {'name': 'Hiroki Tanaka', 'gender': 2}, {'name': 'Yohei Matsukado', 'gender': 2}, {'name': 'Akane Fujisaki', 'gender': 1}, {'name': 'Izumi Matsuoka', 'gender': 1}, {'name': 'Tomonori Yanagibashi', 'gender': 2}, {'name': 'Ken Yasuda', 'gender': 2}, {'name': 'Hiroyuki Morisaki', 'gender': 2}, {'name': 'Shigeyuki Totsugi', 'gender': 2}, {'name': 'Takuma Otoo', 'gender': 2}]",['Hayao Miyazaki']
Inglourious Basterds,2009,https://boxd.it/2rHls1,4.5,Yes,2022-01-06,16869,en,https://image.tmdb.org/t/p/original'/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,125.085,8.218,2009-08-02,"['Drama', 'Thriller', 'War']",['US'],321457747,153,A basterd's work is never done.,"[{'name': 'Brad Pitt', 'gender': 2}, {'name': 'Mélanie Laurent', 'gender': 1}, {'name': 'Christoph Waltz', 'gender': 2}, {'name': 'Eli Roth', 'gender': 2}, {'name': 'Michael Fassbender', 'gender': 2}, {'name': 'Diane Kruger', 'gender': 1}, {'name': 'Daniel Brühl', 'gender': 2}, {'name': 'Til Schweiger', 'gender': 2}, {'name': 'Gedeon Burkhard', 'gender': 2}, {'name': 'Jacky Ido', 'gender': 2}, {'name': 'B.J. Novak', 'gender': 2}, {'name': 'Omar Doom', 'gender': 2}, {'name': 'August Diehl', 'gender': 2}, {'name': 'Denis Ménochet', 'gender': 2}, {'name': 'Sylvester Groth', 'gender': 2}, {'name': 'Martin Wuttke', 'gender': 2}, {'name': 'Mike Myers', 'gender': 2}, {'name': 'Julie Dreyfus', 'gender': 1}, {'name': 'Richard Sammel', 'gender': 2}, {'name': 'Alexander Fehling', 'gender': 2}, {'name': 'Rod Taylor', 'gender': 2}, {'name': 'Sönke Möhring', 'gender': 2}, {'name': 'Samm Levine', 'gender': 2}, {'name': 'Paul Rust', 'gender': 2}, {'name': 'Michael Bacall', 'gender': 2}, {'name': 'Arndt Schwering-Sohnrey', 'gender': 2}, {'name': 'Petra Hartung', 'gender': 1}, {'name': 'Volker Michalowski', 'gender': 2}, {'name': 'Ken Duken', 'gender': 2}, {'name': 'Christian Berkel', 'gender': 2}, {'name': 'Anne-Sophie Franck', 'gender': 1}, {'name': 'Léa Seydoux', 'gender': 1}, {'name': 'Tina Rodriguez', 'gender': 1}, {'name': 'Lena Friedrich', 'gender': 1}, {'name': 'Ludger Pistor', 'gender': 2}, {'name': 'Jana Pallaske', 'gender': 1}, {'name': 'Wolfgang Lindner', 'gender': 2}, {'name': 'Michael Kranz', 'gender': 2}, {'name': 'Rainer Bock', 'gender': 2}, {'name': 'André Penvern', 'gender': 2}, {'name': 'Sebastian Hülk', 'gender': 2}, {'name': 'Buddy Joe Hooker', 'gender': 2}, {'name': 'Carlos Fidel', 'gender': 2}, {'name': 'Christian Brückner', 'gender': 2}, {'name': 'Hilmar Eichhorn', 'gender': 2}, {'name': 'Patrick Elias', 'gender': 2}, {'name': 'Eva Löbau', 'gender': 1}, {'name': 'Salvadore Brandt', 'gender': 2}, {'name': 'Jasper Linnewedel', 'gender': 2}, {'name': 'Wilfried Hochholdinger', 'gender': 2}, {'name': 'Olivier Girard', 'gender': 2}, {'name': 'Michael Scheel', 'gender': 2}, {'name': 'Leo Plank', 'gender': 2}, {'name': 'Andreas Tietz', 'gender': 0}, {'name': 'Bo Svenson', 'gender': 2}, {'name': 'Enzo G. Castellari', 'gender': 2}, {'name': 'Samuel L. Jackson', 'gender': 2}, {'name': 'Bela B.', 'gender': 2}, {'name': 'Noemi Besedes', 'gender': 1}, {'name': 'Hélène Cardona', 'gender': 1}, {'name': 'Jake Garber', 'gender': 2}, {'name': 'Sabrina Rattey', 'gender': 1}, {'name': 'Alex Boden', 'gender': 2}, {'name': 'Guido Föhrweißer', 'gender': 2}, {'name': 'Harvey Keitel', 'gender': 2}, {'name': 'Andrew Napier', 'gender': 2}, {'name': 'Greg Nicotero', 'gender': 2}, {'name': 'Quentin Tarantino', 'gender': 2}, {'name': 'Vitus Wieser', 'gender': 2}, {'name': 'Bea-Marie Rück', 'gender': 1}, {'name': 'Daniela Schwerdt', 'gender': 1}]",['Quentin Tarantino']
1917,2019,https://boxd.it/2soGCR,4,,2022-01-09,530915,en,https://image.tmdb.org/t/p/original'/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,47.986,7.993,2019-12-25,"['War', 'Action', 'Drama', 'History']",['US'],394638258,119,Time is the enemy,"[{'name': 'George MacKay', 'gender': 2}, {'name': 'Dean-Charles Chapman', 'gender': 2}, {'name': 'Mark Strong', 'gender': 2}, {'name': 'Andrew Scott', 'gender': 2}, {'name': 'Richard Madden', 'gender': 2}, {'name': 'Claire Duburcq', 'gender': 1}, {'name': 'Colin Firth', 'gender': 2}, {'name': 'Benedict Cumberbatch', 'gender': 2}, {'name': 'Daniel Mays', 'gender': 2}, {'name': 'Adrian Scarborough', 'gender': 2}, {'name': 'Chris Walley', 'gender': 2}, {'name': 'Nabhaan Rizwan', 'gender': 2}, {'name': 'Jamie Parker', 'gender': 2}, {'name': 'Tommy French', 'gender': 2}, {'name': 'Paul Tinto', 'gender': 2}, {'name': 'Billy Postlethwaite', 'gender': 2}, {'name': 'Richard McCabe', 'gender': 2}, {'name': 'Justin Edwards', 'gender': 2}, {'name': 'Pip Carter', 'gender': 2}, {'name': 'Andy Apollo', 'gender': 2}, {'name': 'Josef Davies', 'gender': 2}, {'name': 'Gabriel Akuwudike', 'gender': 2}, {'name': 'Spike Leighton', 'gender': 2}, {'name': 'Robert Maaser', 'gender': 2}, {'name': 'Gerran Howell', 'gender': 2}, {'name': 'Adam Hugill', 'gender': 2}, {'name': 'Benjamin Adams', 'gender': 0}, {'name': 'Anson Boon', 'gender': 2}, {'name': 'Kenny Fullwood', 'gender': 2}, {'name': 'Ryan Nolan', 'gender': 2}, {'name': 'Elliot Baxter', 'gender': 0}, {'name': 'Kye Mckee', 'gender': 0}, {'name': 'Ivy-I Macnamara', 'gender': 0}, {'name': 'Merlin Leonhardt', 'gender': 0}, {'name': 'Taddeo Kufus', 'gender': 2}, {'name': 'Jos Slovick', 'gender': 0}, {'name': 'Luke Hornsby', 'gender': 2}, {'name': 'Jack Shalloo', 'gender': 2}, {'name': 'Elliot Edusah', 'gender': 2}, {'name': 'Joe Anders', 'gender': 0}, {'name': 'Jacob James Beswick', 'gender': 2}, {'name': 'Michael Jibson', 'gender': 2}, {'name': 'Ian Wilson', 'gender': 0}, {'name': 'Bradley Connor', 'gender': 0}, {'name': 'John Hollingworth', 'gender': 2}, {'name': 'Samson Cox-Vinell', 'gender': 2}, {'name': 'Jonny Lavelle', 'gender': 2}, {'name': 'Michael Rouse', 'gender': 2}, {'name': 'Richard Dempsey', 'gender': 2}, {'name': 'Phil Cheadle', 'gender': 0}, {'name': 'Jonah Russell', 'gender': 2}, {'name': 'Daniel Attwell', 'gender': 0}]",['Sam Mendes']
Romy and Michele's High School Reunion,1997,https://boxd.it/2tGHNV,5,,2022-01-14,9611,en,https://image.tmdb.org/t/p/original'/etg1pHDwJfWbr5XeOkVxErjBRld.jpg,21.115,6.206,1997-04-25,"['Comedy', 'Romance']",['US'],29235353,92,The Blonde Leading The Blonde.,"[{'name': 'Mira Sorvino', 'gender': 1}, {'name': 'Lisa Kudrow', 'gender': 1}, {'name': 'Janeane Garofalo', 'gender': 1}, {'name': 'Alan Cumming', 'gender': 2}, {'name': 'Julia Campbell', 'gender': 1}, {'name': 'Mia Cottet', 'gender': 1}, {'name': 'Kristin Bauer', 'gender': 1}, {'name': 'Elaine Hendrix', 'gender': 1}, {'name': 'Vincent Ventresca', 'gender': 2}, {'name': 'Camryn Manheim', 'gender': 1}, {'name': 'Justin Theroux', 'gender': 2}, {'name': 'Jacob Vargas', 'gender': 2}, {'name': 'Tami-Adrian George', 'gender': 1}, {'name': 'Neil Dickson', 'gender': 2}, {'name': 'E.J. Callahan', 'gender': 2}, {'name': 'Kathy Long', 'gender': 1}, {'name': 'Betsy Folsom', 'gender': 0}, {'name': 'Zack Phifer', 'gender': 0}, {'name': 'Ricky Paull Goldin', 'gender': 2}, {'name': 'Robb Skyler', 'gender': 2}, {'name': 'Deezer D', 'gender': 2}, {'name': 'Kivi Rogers', 'gender': 2}, {'name': 'Brian McGregor', 'gender': 2}, {'name': 'Pat Crawford Brown', 'gender': 1}, {'name': 'Victor Wilson', 'gender': 0}, {'name': 'Paul Keeley', 'gender': 2}, {'name': 'Amelinda Embry', 'gender': 1}, {'name': 'Keana Hall', 'gender': 1}, {'name': 'Alison Gale', 'gender': 1}, {'name': 'Anne Jensen', 'gender': 0}, {'name': 'Elizabeth Norment', 'gender': 1}, {'name': 'Rick Pasqualone', 'gender': 2}, {'name': 'Tate Taylor', 'gender': 2}, {'name': 'Linda Clements', 'gender': 0}, {'name': 'Adam Brooks', 'gender': 0}, {'name': 'Will Klipstine', 'gender': 0}, {'name': 'William R Phillips', 'gender': 0}, {'name': 'Mary Ann Schmidt', 'gender': 1}, {'name': 'Brian Stover', 'gender': 0}, {'name': 'Tim Weber', 'gender': 0}, {'name': 'Jonathan Adler', 'gender': 0}, {'name': 'Gina Aponte', 'gender': 1}]",['David Mirkin']
Team Thor,2016,https://boxd.it/2tGPPF,,,2022-01-14,413279,en,https://image.tmdb.org/t/p/original'/jVSmX89BvsQV2z3wh2IVYVNVw1a.jpg,11.067,7.289,2016-08-28,"['Comedy', 'Science Fiction']",['US'],0,3,,"[{'name': 'Chris Hemsworth', 'gender': 2}, {'name': 'Mark Ruffalo', 'gender': 2}, {'name': 'Daley Pearson', 'gender': 2}]",['Taika Waititi']
The Revenant,2015,https://boxd.it/2tVGYj,3.5,,2022-01-15,281957,en,https://image.tmdb.org/t/p/original'/tSaBkriE7TpbjFoQUFXuikoz0dF.jpg,49.08,7.532,2015-12-25,"['Western', 'Drama', 'Adventure']",['US'],532950503,157,Blood lost. Life found.,"[{'name': 'Leonardo DiCaprio', 'gender': 2}, {'name': 'Tom Hardy', 'gender': 2}, {'name': 'Domhnall Gleeson', 'gender': 2}, {'name': 'Will Poulter', 'gender': 2}, {'name': 'Forrest Goodluck', 'gender': 2}, {'name': 'Duane Howard', 'gender': 2}, {'name': 'Arthur RedCloud', 'gender': 0}, {'name': ""Melaw Nakehk'o"", 'gender': 1}, {'name': 'Grace Dove', 'gender': 1}, {'name': 'Lukas Haas', 'gender': 2}, {'name': 'Paul Anderson', 'gender': 2}, {'name': 'Kristoffer Joner', 'gender': 2}, {'name': 'Joshua Burge', 'gender': 2}, {'name': 'Fabrice Adde', 'gender': 2}, {'name': 'Christopher Rosamond', 'gender': 2}, {'name': 'Robert Moloney', 'gender': 2}, {'name': 'Brendan Fletcher', 'gender': 2}, {'name': 'Tyson Wood', 'gender': 0}, {'name': 'McCaleb Burnett', 'gender': 2}, {'name': 'Vincent Leclerc', 'gender': 2}, {'name': 'Stephane Legault', 'gender': 2}, {'name': 'Emmanuel Bilodeau', 'gender': 2}, {'name': 'Cole Vandale', 'gender': 2}, {'name': 'Tom Guiry', 'gender': 2}, {'name': 'Scott Olynek', 'gender': 2}, {'name': 'Amelia Crow Show', 'gender': 0}, {'name': 'Peter Strand Rumpel', 'gender': 2}, {'name': 'Timothy Lyle', 'gender': 2}, {'name': 'Kory Grim', 'gender': 2}, {'name': 'Anthony Starlight', 'gender': 0}, {'name': 'Jamie Medicine Crane', 'gender': 0}, {'name': 'Veronica Marlowe', 'gender': 0}, {'name': 'Clarence Hoof', 'gender': 2}, {'name': 'Dion Little Child', 'gender': 0}, {'name': 'Blake Wildcat', 'gender': 0}, {'name': 'Paul Young Pine', 'gender': 0}, {'name': 'Cody Big Tobacco', 'gender': 0}, {'name': 'Dallas Young Pine', 'gender': 0}, {'name': 'Chesley Wilson', 'gender': 2}, {'name': 'Michael Fraser', 'gender': 0}, {'name': 'Scott Duncan', 'gender': 0}, {'name': 'Mariah Old Shoes', 'gender': 0}, {'name': 'Adrian Glynn McMorran', 'gender': 2}, {'name': 'Isaiah Tootoosis', 'gender': 0}, {'name': 'Alex Bisping', 'gender': 2}, {'name': 'Chris Ippolito', 'gender': 2}, {'name': 'Jeffrey Olynek', 'gender': 2}, {'name': 'C. Adam Leigh', 'gender': 0}, {'name': 'Kevin Corey', 'gender': 0}, {'name': 'Daniel Rampanen', 'gender': 0}, {'name': 'Javier Botet', 'gender': 2}, {'name': 'Haysam Kadri', 'gender': 2}, {'name': 'Jordan Crawford', 'gender': 0}, {'name': 'David Rampanen', 'gender': 0}, {'name': 'Brad Carter', 'gender': 2}, {'name': 'Rootie J. Boyd', 'gender': 0}, {'name': 'Ray Chase', 'gender': 2}, {'name': 'Glenn Ennis', 'gender': 2}, {'name': 'Charles Fathy', 'gender': 2}, {'name': 'Mark Krysko', 'gender': 2}, {'name': 'Stephen Richard Lofstrom', 'gender': 0}, {'name': 'T. Michael Morris', 'gender': 0}, {'name': 'Bruno Stephane', 'gender': 2}, {'name': 'Jay Tavare', 'gender': 2}, {'name': 'Michael Villar', 'gender': 2}, {'name': 'Jay Cardinal Villeneuve', 'gender': 2}, {'name': 'Del Zamora', 'gender': 2}, {'name': 'Duff Zayonce', 'gender': 2}, {'name': 'Tighe Gill', 'gender': 2}]",['Alejandro González Iñárritu']
Enemy,2013,https://boxd.it/2uLf35,3.5,,2022-01-18,181886,en,https://image.tmdb.org/t/p/original/coJzyPTkSp4RMRGdgE7pXmJbCiG.jpg,47.54,6.874,2014-03-14,"['Thriller', 'Mystery']",['CA'],3396726,91,You can't escape Yourself!,"[{'name': 'Jake Gyllenhaal', 'gender': 2}, {'name': 'Sarah Gadon', 'gender': 1}, {'name': 'Mélanie Laurent', 'gender': 1}, {'name': 'Isabella Rossellini', 'gender': 1}, {'name': 'Joshua Peace', 'gender': 2}, {'name': 'Tim Post', 'gender': 2}, {'name': 'Kedar Brown', 'gender': 2}, {'name': 'Darryl Dinn', 'gender': 0}, {'name': 'Megan Mane', 'gender': 1}, {'name': 'Misha Highstead', 'gender': 1}, {'name': 'Alexis Uiga', 'gender': 0}, {'name': 'Kiran Friesen', 'gender': 1}, {'name': 'Loretta Yu', 'gender': 1}, {'name': 'Stephen R. Hart', 'gender': 2}, {'name': 'Paul Stephen', 'gender': 2}]",['Denis Villeneuve']
Trixie Mattel: Moving Parts,2019,https://boxd.it/2uYUoz,4,Yes,2022-01-19,589367,en,https://image.tmdb.org/t/p/original'/dRP8bHtrV2lTITjSpFKptuqR2Gq.jpg,6.369,6.777,2019-04-25,['Documentary'],['US'],0,92,,"[{'name': 'Trixie Mattel', 'gender': 2}, {'name': 'BenDeLaCreme', 'gender': 2}, {'name': 'Bob the Drag Queen', 'gender': 3}, {'name': 'Jaymes Mansfield', 'gender': 2}, {'name': 'Jinkx Monsoon', 'gender': 1}, {'name': 'Katya Zamolodchikova', 'gender': 2}, {'name': 'Kennedy Davenport', 'gender': 2}, {'name': 'Latrice Royale', 'gender': 2}, {'name': 'Morgan McMichaels', 'gender': 2}, {'name': 'Peppermint', 'gender': 1}, {'name': 'RuPaul', 'gender': 2}, {'name': 'Willam Belli', 'gender': 2}, {'name': 'Brandon James Gwinn', 'gender': 0}, {'name': 'Fena Barbitall', 'gender': 0}, {'name': 'Trannika Rex', 'gender': 0}, {'name': 'Braden Davis', 'gender': 2}, {'name': 'Chi Chi DeVayne', 'gender': 2}, {'name': 'Dan Donigan', 'gender': 0}, {'name': 'Thorgy Thor', 'gender': 2}, {'name': 'BeBe Zahara Benet', 'gender': 2}, {'name': ""D.J. 'Shangela' Pierce"", 'gender': 2}, {'name': 'Aja', 'gender': 1}, {'name': 'David Silver', 'gender': 0}, {'name': 'Michelle Visage', 'gender': 1}, {'name': 'Val Zlomaniec', 'gender': 0}]",['Nicholas Zeig-Owens']
Edward Scissorhands,1990,https://boxd.it/2v9t9f,3,,2022-01-20,162,en,https://image.tmdb.org/t/p/original'/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,63.739,7.717,1990-12-07,"['Fantasy', 'Drama', 'Romance']",['US'],53000000,105,Innocence is what he knows. Beauty is what she sees.,"[{'name': 'Johnny Depp', 'gender': 2}, {'name': 'Winona Ryder', 'gender': 1}, {'name': 'Dianne Wiest', 'gender': 1}, {'name': 'Anthony Michael Hall', 'gender': 2}, {'name': 'Kathy Baker', 'gender': 1}, {'name': 'Robert Oliveri', 'gender': 2}, {'name': 'Conchata Ferrell', 'gender': 1}, {'name': 'Caroline Aaron', 'gender': 1}, {'name': 'Dick Anthony Williams', 'gender': 2}, {'name': 'O-Lan Jones', 'gender': 1}, {'name': 'Vincent Price', 'gender': 2}, {'name': 'Alan Arkin', 'gender': 2}, {'name': 'Susan Blommaert', 'gender': 1}, {'name': 'Linda Perri', 'gender': 1}, {'name': 'John Davidson', 'gender': 2}, {'name': 'Biff Yeager', 'gender': 2}, {'name': 'Marti Greenberg', 'gender': 0}, {'name': 'Bryan Larkin', 'gender': 2}, {'name': 'John McMahon', 'gender': 2}, {'name': 'Victoria Price', 'gender': 0}, {'name': 'Stuart Lancaster', 'gender': 2}, {'name': 'Gina Gallagher', 'gender': 0}, {'name': 'Aaron Lustig', 'gender': 2}, {'name': 'Alan Fudge', 'gender': 2}, {'name': 'Steven Brill', 'gender': 2}, {'name': 'Peter Palmer', 'gender': 2}, {'name': 'Marc Macaulay', 'gender': 2}, {'name': 'Carmen J. Alexander', 'gender': 0}, {'name': 'Brett Rice', 'gender': 2}, {'name': 'Andrew B. Clark', 'gender': 2}, {'name': 'Kelli Crofton', 'gender': 0}, {'name': 'Linda Jean Hess', 'gender': 0}, {'name': 'Rosalyn Thomson', 'gender': 0}, {'name': 'Lee Ralls', 'gender': 0}, {'name': 'Eileen Meurer', 'gender': 0}, {'name': 'Bea Albano', 'gender': 0}, {'name': 'Donna Pieroni', 'gender': 1}, {'name': 'Ken DeVaul', 'gender': 0}, {'name': 'Michael Gaughan', 'gender': 0}, {'name': 'Tricia Lloyd', 'gender': 0}, {'name': 'Kathy Dombo', 'gender': 0}, {'name': 'Rex Fox', 'gender': 0}, {'name': 'Sherry Ferguson', 'gender': 0}, {'name': 'Tabetha Thomas', 'gender': 0}, {'name': 'Tammy Boalo', 'gender': 0}, {'name': 'Jackie Carson', 'gender': 0}, {'name': 'Carol Crumrine', 'gender': 0}, {'name': 'Suzanne Chrosniak', 'gender': 0}, {'name': 'Ellin Dennis', 'gender': 0}, {'name': 'Kathy Lockwood', 'gender': 0}, {'name': 'Jalaine Gallion', 'gender': 0}, {'name': 'Miriam Goodspeed', 'gender': 0}, {'name': 'Dianne L. Green', 'gender': 0}, {'name': 'Mary Jane Heath', 'gender': 0}, {'name': 'Carol D. Klasek', 'gender': 0}, {'name': 'Laura Nader', 'gender': 0}, {'name': 'Doyle Anderson', 'gender': 0}, {'name': 'Harvey Bellman', 'gender': 0}, {'name': 'Michael Brown', 'gender': 0}, {'name': 'Gary Clark', 'gender': 0}, {'name': 'Roland Douville', 'gender': 0}, {'name': 'Russell E. Green', 'gender': 0}, {'name': 'Cecil Hawkins', 'gender': 0}, {'name': 'Jack W. Kapfhamer', 'gender': 0}, {'name': 'Bill Klein', 'gender': 0}, {'name': 'Phil Olson', 'gender': 0}, {'name': 'Joe Sheldon', 'gender': 0}, {'name': 'James Spicer', 'gender': 0}, {'name': 'Tim Rerucha', 'gender': 2}, {'name': 'Nick Carter', 'gender': 2}]",['Tim Burton']
Encanto,2021,https://boxd.it/2vj3NX,4,,2022-01-21,568124,en,https://image.tmdb.org/t/p/original'/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,135.294,7.605,2021-10-13,"['Animation', 'Comedy', 'Family', 'Fantasy']",['US'],253000000,102,There's a little magic in all of us...almost all of us.,"[{'name': 'Stephanie Beatriz', 'gender': 1}, {'name': 'María Cecilia Botero', 'gender': 1}, {'name': 'John Leguizamo', 'gender': 2}, {'name': 'Diane Guerrero', 'gender': 1}, {'name': 'Jessica Darrow', 'gender': 1}, {'name': 'Carolina Gaitán', 'gender': 1}, {'name': 'Angie Cepeda', 'gender': 1}, {'name': 'Ravi Cabot-Conyers', 'gender': 2}, {'name': 'Mauro Castillo', 'gender': 2}, {'name': 'Rhenzy Feliz', 'gender': 2}, {'name': 'Wilmer Valderrama', 'gender': 2}, {'name': 'Adassa', 'gender': 1}, {'name': 'Maluma', 'gender': 2}, {'name': 'Rose Portillo', 'gender': 1}, {'name': 'Juan Castano', 'gender': 2}, {'name': 'Sarah-Nicole Robles', 'gender': 1}, {'name': 'Hector Elias', 'gender': 2}, {'name': 'Alan Tudyk', 'gender': 2}, {'name': 'Noemi Josefina Flores', 'gender': 1}, {'name': 'Olga Merediz', 'gender': 1}, {'name': 'Jorge E. Ruiz Cano', 'gender': 0}, {'name': 'Alyssa Bella Candiani', 'gender': 0}, {'name': 'Paisley Day Herrera', 'gender': 0}, {'name': 'Brooklyn Skylar Rodriguez', 'gender': 0}, {'name': 'Ezra Rudulph', 'gender': 0}]","['Byron Howard', 'Jared Bush']"
The Silence of the Lambs,1991,https://boxd.it/2vzpv9,4,,2022-01-22,274,en,https://image.tmdb.org/t/p/original'/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,15.477,8.348,1991-02-14,"['Crime', 'Drama', 'Thriller']",['US'],272742922,119,To enter the mind of a killer she must challenge the mind of a madman.,"[{'name': 'Jodie Foster', 'gender': 1}, {'name': 'Anthony Hopkins', 'gender': 2}, {'name': 'Scott Glenn', 'gender': 2}, {'name': 'Ted Levine', 'gender': 2}, {'name': 'Anthony Heald', 'gender': 2}, {'name': 'Brooke Smith', 'gender': 1}, {'name': 'Diane Baker', 'gender': 1}, {'name': 'Kasi Lemmons', 'gender': 1}, {'name': 'Frankie Faison', 'gender': 2}, {'name': 'Tracey Walter', 'gender': 2}, {'name': 'Charles Napier', 'gender': 2}, {'name': 'Danny Darst', 'gender': 2}, {'name': 'Alex Coleman', 'gender': 0}, {'name': 'Dan Butler', 'gender': 2}, {'name': 'Paul Lazar', 'gender': 2}, {'name': 'Ron Vawter', 'gender': 2}, {'name': 'Roger Corman', 'gender': 2}, {'name': 'Lawrence A. Bonney', 'gender': 0}, {'name': 'Lawrence T. Wrentz', 'gender': 0}, {'name': 'Don Brockett', 'gender': 0}, {'name': 'Frank Seals Jr.', 'gender': 0}, {'name': 'Stuart Rudin', 'gender': 2}, {'name': 'Maria Skorobogatov', 'gender': 1}, {'name': 'Jeffrie Lane', 'gender': 0}, {'name': 'Leib Lensky', 'gender': 2}, {'name': ""George 'Red' Schwartz"", 'gender': 0}, {'name': 'Jim Roche', 'gender': 0}, {'name': 'James B. Howard', 'gender': 0}, {'name': 'Bill Miller', 'gender': 2}, {'name': 'Chuck Aber', 'gender': 2}, {'name': 'Gene Borkan', 'gender': 2}, {'name': 'Pat McNamara', 'gender': 2}, {'name': 'Kenneth Utt', 'gender': 2}, {'name': 'Adelle Lutz', 'gender': 1}, {'name': 'Obba Babatundé', 'gender': 2}, {'name': 'George Michael', 'gender': 2}, {'name': 'Jim Dratfield', 'gender': 2}, {'name': 'D. Stanton Miranda', 'gender': 1}, {'name': 'Rebecca Saxon', 'gender': 0}, {'name': 'Cynthia Ettinger', 'gender': 1}, {'name': 'Brent Hinkley', 'gender': 2}, {'name': 'Steve Wyatt', 'gender': 0}, {'name': 'David Early', 'gender': 2}, {'name': 'Andre B. Blake', 'gender': 2}, {'name': 'Bill Dalzell', 'gender': 0}, {'name': 'Chris Isaak', 'gender': 2}, {'name': 'Daniel von Bargen', 'gender': 2}, {'name': 'Tommy Lafitte', 'gender': 2}, {'name': 'Josh Broder', 'gender': 0}, {'name': 'Buzz Kilman', 'gender': 0}, {'name': 'Harry Northup', 'gender': 2}, {'name': 'Lauren Roselli', 'gender': 0}, {'name': 'Lamont Arnold', 'gender': 2}, {'name': 'John Hall', 'gender': 0}, {'name': 'Ted Monte', 'gender': 2}, {'name': 'George A. Romero', 'gender': 2}, {'name': 'John W. Iwanonkiw', 'gender': 2}, {'name': 'Robert W. Castle', 'gender': 2}, {'name': 'Chris McGinn', 'gender': 1}, {'name': 'Gary Goetzman', 'gender': 2}]",['Jonathan Demme']
